nombre_paciente,ciudad,nombres,apellidos,edad_paciente,genero,num_documento,telefono,correo_electronico,tipo_seguro,distrito,especialidad,prioridad,motivo,fecha_cita,hora_cita,turno_cita,estado_cita,nivel_riesgo,id_registro,pais,region,provincia,ubigeo,establecimiento_salud,tipo_establecimiento,id_paciente,genero_paciente,fecha_nacimiento,id_medico,nombre_medico,especialidad_medico,correo_medico,id_cita,codigo_cita,tipo_cita,programada_en,estado,sintoma,codigo_cie10,descripcion_cie10,canal,texto_voz,texto,intencion,codigo_ticket,ticket_confirmado,notificacion_email,notificacion_sms,num_inasistencias_previas,distancia_km,dias_para_cita,minutos_espera_estimados,puntaje_riesgo,objetivo_no_show,creado_en
Elena Castro Baldeón,Alto Cahuapanas,Elena,Castro Baldeón,58,F,11142034,967246620,elena.castro729@gmail.com,Privado,Pichanaki,Ginecología,alta,Fiebre alta desde hace 3 días,2026-06-07,07:30,manana,pending,medio,625,Peru,Junín,Chanchamayo,120304,Centro de Salud Perené,Centro de Salud,448,F,1968-01-29,29,Dra. María Quispe Cárdenas,Ginecología,maria.quispecardenas@hospitalpichanaki.gob.pe,625,PICHANAKI-CIT-000625,primera_vez,2026-06-07 07:30:00,pending,fiebre,N76,Enfermedad inflamatoria pélvica,web,"Hola, tengo una cita el miércoles pero quisiera pasarla al jueves","Hola, tengo una cita el miércoles pero quisiera pasarla al jueves",reprogramar_cita,PICHANAKI-TCK-908397,0,1,1,0,2.1,5,7,1.4,1,2026-04-17 00:50:46
Pedro Medina Torres,Pampa Tigre,Pedro,Medina Torres,20,M,72335184,998516634,pedro.medina925@gmail.com,SIS,San Ramón,Medicina General,alta,Fiebre intermitente con escalofríos,2026-06-20,16:30,tarde,confirmed,bajo,626,Peru,Junín,Chanchamayo,120301,Microred Pichanaki,Microred,211,M,2005-10-07,35,Dra. Carmen Ramos López,Medicina General,carmen.ramoslopez@hospitalpichanaki.gob.pe,626,PICHANAKI-CIT-000626,resultados,2026-06-20 16:30:00,confirmed,fiebre,D50,Anemia ferropénica,web,"Buenas tardes, me informa los médicos disponibles para hoy por favor","Buenas tardes, me informa los médicos disponibles para hoy por favor",consultar_doctor,PICHANAKI-TCK-184717,1,1,0,0,28.1,18,43,28.8,0,2026-05-04 00:50:46
Ronald Salazar Romero,Puerto Bermúdez,Ronald,Salazar Romero,66,M,97806679,968314501,ronald.salazar800@gmail.com,EsSalud,Pichanaki,Medicina General,media,Contractura muscular en zona lumbar,2026-07-18,10:45,manana,pending,bajo,627,Peru,Junín,Chanchamayo,120304,Puesto de Salud Santo Domingo,Puesto de Salud,449,M,1960-06-04,39,Dra. Rosa Salazar Huertas,Medicina General,rosa.salazarhuertas@hospitalpichanaki.gob.pe,627,PICHANAKI-CIT-000627,control,2026-07-18 10:45:00,pending,dolor de espalda,N39,Infección urinaria,presencial,Quisiera cancelar la cita de mi papá Ronald Salazar Romero porque se siente mal para viajar,Quisiera cancelar la cita de mi papá Ronald Salazar Romero porque se siente mal para viajar,cancelar_cita,PICHANAKI-TCK-886519,0,1,0,0,1.3,46,43,15.8,0,2026-04-16 00:50:46
Teodora Vilchez Ortiz,Bajo Yurinaki,Teodora,Vilchez Ortiz,73,F,58782294,944185780,teodora.vilchez747@gmail.com,SIS,Villa Rica,Medicina General,alta,Control cardiológico mensual,2026-05-03,12:00,manana,completed,bajo,628,Peru,Junín,Chanchamayo,120306,Centro de Salud Mazamari,Centro de Salud,450,F,1952-12-12,20,Dr. Luis Huamán Torres,Medicina General,luis.huamantorres@hospitalpichanaki.gob.pe,628,PICHANAKI-CIT-000628,control,2026-05-03 12:00:00,completed,dolor en el pecho,N39,Infección urinaria,presencial,Por favor agende una cita para control de presión arterial,Por favor agende una cita para control de presión arterial,agendar_cita,PICHANAKI-TCK-207233,0,1,1,1,87.8,0,42,44.7,0,2026-04-29 00:50:46
Ruth Mendoza Huertas,San Martín de Pangoa,Ruth,Mendoza Huertas,63,F,11946674,977235851,ruth.mendoza588@gmail.com,Sin seguro,Perené,Urología,baja,Control cardiológico mensual,2026-07-07,13:15,tarde,confirmed,alto,629,Peru,Junín,Chanchamayo,120303,Microred Pichanaki,Microred,107,F,1963-01-27,2,Dr. Javier López Quispe,Urología,javier.lopezquispe@hospitalpichanaki.gob.pe,629,PICHANAKI-CIT-000629,control,2026-07-07 13:15:00,confirmed,dolor en el pecho,N20,Cálculo renal,telefono,Podría darme información sobre los doctores de la especialidad de neurología,Podría darme información sobre los doctores de la especialidad de neurología,consultar_doctor,PICHANAKI-TCK-864345,1,1,0,0,10.9,35,7,36.1,1,2026-04-16 00:50:46
Victoria García Sánchez,Las Palmas,Victoria,García Sánchez,30,F,46855808,900537451,victoria.garcia700@gmail.com,SIS,Pichanaki,Traumatología,alta,Herida cortante en mano,2026-05-08,13:45,tarde,cancelled,bajo,630,Peru,Junín,Chanchamayo,120304,Hospital de Pichanaki,Hospital II-1,400,F,1995-11-02,8,Dr. Víctor López Sánchez,Traumatología,victor.lopezsanchez@hospitalpichanaki.gob.pe,630,PICHANAKI-CIT-000630,control,2026-05-08 13:45:00,cancelled,herida,M54,Lumbago,telefono,Lamento informar que no podré asistir a mi consulta programada,Lamento informar que no podré asistir a mi consulta programada,cancelar_cita,PICHANAKI-TCK-234513,0,1,1,0,1.9,0,62,23.3,0,2026-05-05 00:50:46
Elena Huertas Gómez,Alto Yurinaki,Elena,Huertas Gómez,52,F,92251573,978525854,elena.huertas615@gmail.com,SIS,Pichanaki,Ginecología,baja,Trastorno de sueño y alimentación,2026-05-16,13:45,tarde,completed,bajo,631,Peru,Junín,Chanchamayo,120304,Hospital de Pichanaki,Hospital II-1,451,F,1973-09-19,22,Dra. Silvia Campos Vilchez,Ginecología,silvia.camposvilchez@hospitalpichanaki.gob.pe,631,PICHANAKI-CIT-000631,primera_vez,2026-05-16 13:45:00,completed,problemas emocionales,N97,Infertilidad femenina,voz_ia,Por favor agende una cita para control de presión arterial,Por favor agende una cita para control de presión arterial,agendar_cita,PICHANAKI-TCK-199313,0,0,1,0,4.3,0,29,11.2,0,2026-05-10 00:50:46
Bertha Ramírez Llanos,Villa Progreso,Bertha,Ramírez Llanos,48,F,68096981,948463197,bertha.ramirez623@gmail.com,SIS,Pichanaki,Oftalmología,media,Fatiga por anemia ferropénica,2026-07-06,11:15,manana,confirmed,bajo,632,Peru,Junín,Chanchamayo,120304,Puesto de Salud Villa Rica,Puesto de Salud,230,F,1977-10-02,7,Dra. Gloria Vega Rojas,Oftalmología,gloria.vegarojas@hospitalpichanaki.gob.pe,632,PICHANAKI-CIT-000632,primera_vez,2026-07-06 11:15:00,confirmed,anemia,H10,Conjuntivitis,whatsapp,Necesito reprogramar mi consulta para otro día,Necesito reprogramar mi consulta para otro día,reprogramar_cita,PICHANAKI-TCK-511003,1,1,0,0,4.7,34,63,7.0,0,2026-04-22 00:50:46
Dante Córdova Sinche,Cuyani,Dante,Córdova Sinche,45,M,98301804,928709462,dante.cordova54@gmail.com,SIS,Pichanaki,Medicina General,baja,Control de embarazo - tercer trimestre,2026-06-25,14:00,tarde,confirmed,bajo,633,Peru,Junín,Chanchamayo,120304,Hospital de Pichanaki,Hospital II-1,256,M,1980-09-04,13,Dr. Jorge Cárdenas Flores,Medicina General,jorge.cardenasflores@hospitalpichanaki.gob.pe,633,PICHANAKI-CIT-000633,control,2026-06-25 14:00:00,confirmed,control prenatal,D50,Anemia ferropénica,presencial,Necesito sacar cita con el odontólogo por un dolor de muela,Necesito sacar cita con el odontólogo por un dolor de muela,agendar_cita,PICHANAKI-TCK-975344,1,1,0,0,4.7,23,82,24.8,0,2026-05-10 00:50:46
Zulema Ortiz Gómez,San Martín de Pangoa,Zulema,Ortiz Gómez,53,F,90222197,995818926,zulema.ortiz149@gmail.com,Sin seguro,Río Negro,Oftalmología,alta,Malestar general sin causa aparente,2026-06-04,16:15,tarde,rescheduled,bajo,634,Peru,Junín,Chanchamayo,120701,Hospital de Pichanaki,Hospital II-1,452,F,1973-02-15,45,Dr. Walter Ramos Cárdenas,Oftalmología,walter.ramoscardenas@hospitalpichanaki.gob.pe,634,PICHANAKI-CIT-000634,primera_vez,2026-06-04 16:15:00,rescheduled,malestar general,H52,Miopía,presencial,"Buenos días, quiero consultar si mi cita está confirmada","Buenos días, quiero consultar si mi cita está confirmada",consultar_cita,PICHANAKI-TCK-514360,0,1,0,0,72.3,2,64,77.5,0,2026-04-17 00:50:46
Dante Mamani Paredes,Cuyani,Dante,Mamani Paredes,20,M,25845657,989124570,dante.mamani663@gmail.com,SIS,Mazamari,Cardiología,baja,Control de anemia en gestante,2026-06-23,12:30,manana,cancelled,alto,635,Peru,Junín,Chanchamayo,120702,Centro de Salud San Ramón,Centro de Salud,129,M,2005-07-20,14,Dr. Ricardo Pérez Dávila,Cardiología,ricardo.perezdavila@hospitalpichanaki.gob.pe,635,PICHANAKI-CIT-000635,control,2026-06-23 12:30:00,cancelled,anemia,I10,Hipertensión esencial,voz_ia,"Buen día, puedo cambiar mi cita para un horario más temprano","Buen día, puedo cambiar mi cita para un horario más temprano",reprogramar_cita,PICHANAKI-TCK-587392,0,1,1,2,73.7,21,16,52.8,1,2026-05-22 00:50:46
Nelly Rojas Ccoicca,San Martín de Pangoa,Nelly,Rojas Ccoicca,56,F,82782058,949021964,nelly.rojas553@gmail.com,Sin seguro,Pichanaki,Dermatología,alta,Cuadro febril sin foco aparente,2026-05-30,16:15,tarde,no_show,bajo,636,Peru,Junín,Chanchamayo,120304,Centro de Salud Perené,Centro de Salud,236,F,1969-10-06,22,Dra. Bertha Salazar Córdova,Dermatología,bertha.salazarcordova@hospitalpichanaki.gob.pe,636,PICHANAKI-CIT-000636,control,2026-05-30 16:15:00,no_show,fiebre,L30,Dermatitis no especificada,whatsapp,Aceptan seguro SIS para las consultas externas,Aceptan seguro SIS para las consultas externas,informacion_servicios,PICHANAKI-TCK-840936,0,1,1,1,0.2,0,14,27.0,0,2026-04-16 00:50:46
Ricardo Silva Aguilar,Perené,Ricardo,Silva Aguilar,28,M,54495204,983480035,ricardo.silva146@gmail.com,SIS,Pichanaki,Medicina General,media,Dolor en rodillas al caminar,2026-05-04,11:00,manana,cancelled,medio,637,Peru,Junín,Chanchamayo,120304,Centro de Salud Mazamari,Centro de Salud,139,M,1997-10-06,4,Dra. Carmen Ramos López,Medicina General,carmen.ramoslopez@hospitalpichanaki.gob.pe,637,PICHANAKI-CIT-000637,primera_vez,2026-05-04 11:00:00,cancelled,dolor en articulaciones,N39,Infección urinaria,telefono,"No voy a poder ir a mi cita, por favor cancélela","No voy a poder ir a mi cita, por favor cancélela",cancelar_cita,PICHANAKI-TCK-801918,0,0,1,0,2.9,0,35,0.0,1,2026-04-25 00:50:46
Victoria Sinche López,Pampa Tigre,Victoria,Sinche López,21,F,67149463,969426514,victoria.sinche198@gmail.com,EsSalud,Perené,Ginecología,alta,Fiebre intermitente con escalofríos,2026-05-25,07:00,manana,completed,bajo,638,Peru,Junín,Chanchamayo,120303,Hospital de Pichanaki,Hospital II-1,453,F,2004-09-17,20,Dra. María Quispe Cárdenas,Ginecología,maria.quispecardenas@hospitalpichanaki.gob.pe,638,PICHANAKI-CIT-000638,primera_vez,2026-05-25 07:00:00,completed,fiebre,N97,Infertilidad femenina,whatsapp,Necesito anular mi cita del día de mañana,Necesito anular mi cita del día de mañana,cancelar_cita,PICHANAKI-TCK-705979,0,1,1,0,11.3,0,28,8.3,0,2026-05-09 00:50:46
Moisés Tapia Tueros,Las Palmas,Moisés,Tapia Tueros,12,M,35363046,977001821,moises.tapia474@gmail.com,SIS,San Luis de Shuaro,Medicina General,media,Control prenatal con ecografía,2026-07-14,07:15,manana,confirmed,bajo,639,Peru,Junín,Chanchamayo,120305,Hospital de Pichanaki,Hospital II-1,222,M,2013-09-21,39,Dra. Rosa Salazar Huertas,Medicina General,rosa.salazarhuertas@hospitalpichanaki.gob.pe,639,PICHANAKI-CIT-000639,control,2026-07-14 07:15:00,confirmed,control prenatal,J00,Resfriado común,telefono,Quisiera modificar la hora de mi cita de las 8 a las 11,Quisiera modificar la hora de mi cita de las 8 a las 11,reprogramar_cita,PICHANAKI-TCK-256024,1,1,0,0,30.9,42,11,21.6,0,2026-05-16 00:50:46
Wilfredo Ccoicca Campos,Puerto Ocopa,Wilfredo,Ccoicca Campos,44,M,41961265,924195467,wilfredo.ccoicca520@gmail.com,EsSalud,Mazamari,Medicina General,media,Dolor de oído intenso desde hace 2 días,2026-05-05,15:15,tarde,no_show,alto,640,Peru,Junín,Chanchamayo,120702,Centro de Salud San Ramón,Centro de Salud,454,M,1982-02-16,40,Dra. Rosa Salazar Huertas,Medicina General,rosa.salazarhuertas@hospitalpichanaki.gob.pe,640,PICHANAKI-CIT-000640,control,2026-05-05 15:15:00,no_show,dolor de oído,J00,Resfriado común,web,Quisiera saber el estado de mi cita por favor,Quisiera saber el estado de mi cita por favor,consultar_cita,PICHANAKI-TCK-738350,0,1,0,2,94.4,0,58,76.8,0,2026-05-06 00:50:46
Bertha Cruz Cárdenas,San Juan,Bertha,Cruz Cárdenas,61,F,36791143,904856049,bertha.cruz850@gmail.com,Sin seguro,Pichanaki,Urología,media,Control de anemia en gestante,2026-06-05,11:15,manana,pending,bajo,641,Peru,Junín,Chanchamayo,120304,Centro de Salud Mazamari,Centro de Salud,310,F,1965-04-09,14,Dr. Javier López Quispe,Urología,javier.lopezquispe@hospitalpichanaki.gob.pe,641,PICHANAKI-CIT-000641,primera_vez,2026-06-05 11:15:00,pending,anemia,N20,Cálculo renal,telefono,Quiero revisar el horario de mi consulta por favor,Quiero revisar el horario de mi consulta por favor,consultar_cita,PICHANAKI-TCK-865173,0,1,0,1,2.5,3,33,6.8,0,2026-04-26 00:50:46
Sabina Huamán Medina,San José,Sabina,Huamán Medina,53,F,96231907,908850240,sabina.huaman27@gmail.com,Sin seguro,Pichanaki,Traumatología,alta,Control cardiológico mensual,2026-05-03,13:45,tarde,no_show,bajo,642,Peru,Junín,Chanchamayo,120304,Puesto de Salud Villa Rica,Puesto de Salud,455,F,1972-10-24,7,Dr. Miguel Ríos Pineda,Traumatología,miguel.riospineda@hospitalpichanaki.gob.pe,642,PICHANAKI-CIT-000642,primera_vez,2026-05-03 13:45:00,no_show,dolor en el pecho,M17,Artrosis de rodilla,presencial,Por favor agende una cita para control de presión arterial,Por favor agende una cita para control de presión arterial,agendar_cita,PICHANAKI-TCK-816272,0,1,1,0,2.6,0,40,15.4,0,2026-05-06 00:50:46
Carmen Ramos Morales,San José de Shori,Carmen,Ramos Morales,57,F,96666133,934859431,carmen.ramos730@gmail.com,Privado,San Ramón,Ginecología,baja,Tos seca y dificultad para respirar,2026-07-29,17:30,tarde,cancelled,alto,643,Peru,Junín,Chanchamayo,120301,Centro de Salud Perené,Centro de Salud,456,F,1969-06-08,22,Dra. María Quispe Cárdenas,Ginecología,maria.quispecardenas@hospitalpichanaki.gob.pe,643,PICHANAKI-CIT-000643,resultados,2026-07-29 17:30:00,cancelled,tos seca,N97,Infertilidad femenina,telefono,"Hola, necesito saber qué pediatras están atendiendo esta semana","Hola, necesito saber qué pediatras están atendiendo esta semana",consultar_doctor,PICHANAKI-TCK-927940,0,1,0,0,22.7,57,116,42.6,1,2026-04-15 00:50:46
Victoria Zevallos Silva,La Florida,Victoria,Zevallos Silva,84,F,41261261,967501830,victoria.zevallos660@gmail.com,EsSalud,Mazamari,Traumatología,media,Evaluación de obesidad infantil,2026-05-13,14:45,tarde,completed,alto,644,Peru,Junín,Chanchamayo,120702,Centro de Salud Perené,Centro de Salud,441,F,1941-08-07,13,Dr. Miguel Ríos Pineda,Traumatología,miguel.riospineda@hospitalpichanaki.gob.pe,644,PICHANAKI-CIT-000644,control,2026-05-13 14:45:00,completed,control de peso,M17,Artrosis de rodilla,web,"Hola, consultar el estado de mi ticket por favor","Hola, consultar el estado de mi ticket por favor",consultar_cita,PICHANAKI-TCK-408224,0,1,0,2,71.1,0,20,74.2,1,2026-04-30 00:50:46
Elena Flores Reyes,Unión Ashaninka,Elena,Flores Reyes,34,F,16926372,997232625,elena.flores613@gmail.com,SIS,Río Negro,Ginecología,media,Pie diabético - control de úlcera,2026-05-09,08:00,manana,no_show,medio,645,Peru,Junín,Chanchamayo,120701,Hospital de Pichanaki,Hospital II-1,457,F,1992-03-27,15,Dra. María Quispe Cárdenas,Ginecología,maria.quispecardenas@hospitalpichanaki.gob.pe,645,PICHANAKI-CIT-000645,control,2026-05-09 08:00:00,no_show,diabetes,N97,Infertilidad femenina,presencial,"Hola, necesito dar de baja mi cita programada para mañana","Hola, necesito dar de baja mi cita programada para mañana",cancelar_cita,PICHANAKI-TCK-506977,0,1,0,1,56.1,0,33,28.1,0,2026-04-05 00:50:46
Nora Chávez Llanos,Villa Rica,Nora,Chávez Llanos,77,F,92312475,922225358,nora.chavez457@gmail.com,Privado,Río Negro,Endocrinología,alta,Urticaria por posible alergia alimentaria,2026-05-05,16:45,tarde,completed,medio,646,Peru,Junín,Chanchamayo,120701,Hospital de Satipo,Hospital II-1,458,F,1948-12-12,25,Dr. Rolando Chávez Ríos,Endocrinología,rolando.chavezrios@hospitalpichanaki.gob.pe,646,PICHANAKI-CIT-000646,control,2026-05-05 16:45:00,completed,alergias,E03,Hipotiroidismo,whatsapp,Qué médicos hay disponibles en cardiología,Qué médicos hay disponibles en cardiología,consultar_doctor,PICHANAKI-TCK-891025,0,1,1,1,72.0,0,55,78.7,1,2026-05-30 00:50:46
Ruth Córdova Yupanqui,Pichanaqui Centro,Ruth,Córdova Yupanqui,61,F,80113322,959019974,ruth.cordova63@gmail.com,EsSalud,Pichanaki,Neumología,baja,Rinitis alérgica estacional,2026-06-09,15:15,tarde,confirmed,bajo,647,Peru,Junín,Chanchamayo,120304,Hospital de Pichanaki,Hospital II-1,330,F,1964-07-24,48,Dra. Olga Morales Torres,Neumología,olga.moralestorres@hospitalpichanaki.gob.pe,647,PICHANAKI-CIT-000647,control,2026-06-09 15:15:00,confirmed,alergias,J15,Neumonía bacteriana,web,Quisiera saber el estado de mi cita por favor,Quisiera saber el estado de mi cita por favor,consultar_cita,PICHANAKI-TCK-310013,1,0,1,0,2.4,7,99,16.5,0,2026-04-05 00:50:46
Saúl Llanos Salazar,La Florida,Saúl,Llanos Salazar,69,M,39002011,995090232,saul.llanos850@gmail.com,SIS,Pichanaki,Cardiología,alta,Dificultad para orinar por próstata,2026-06-11,18:30,tarde,cancelled,medio,648,Peru,Junín,Chanchamayo,120304,Microred Pichanaki,Microred,391,M,1957-06-16,30,Dra. Isabel Reyes Contreras,Cardiología,isabel.reyescontreras@hospitalpichanaki.gob.pe,648,PICHANAKI-CIT-000648,control,2026-06-11 18:30:00,cancelled,problemas urinarios,I10,Hipertensión esencial,web,Lamento informar que no podré asistir a mi consulta programada,Lamento informar que no podré asistir a mi consulta programada,cancelar_cita,PICHANAKI-TCK-720305,0,1,0,0,3.7,9,19,17.7,0,2026-05-13 00:50:46
Yolanda Rivera Contreras,Villa Rica,Yolanda,Rivera Contreras,17,F,73133849,949574407,yolanda.rivera751@gmail.com,EsSalud,Perené,Medicina General,media,Trastorno de sueño y alimentación,2026-07-17,11:00,manana,pending,bajo,649,Peru,Junín,Chanchamayo,120303,Centro de Salud Mazamari,Centro de Salud,459,F,2009-01-01,2,Dr. Pedro Sánchez Quispe,Medicina General,pedro.sanchezquispe@hospitalpichanaki.gob.pe,649,PICHANAKI-CIT-000649,control,2026-07-17 11:00:00,pending,problemas emocionales,D50,Anemia ferropénica,whatsapp,"Buenos días, deseo programar mi cita de control mensual","Buenos días, deseo programar mi cita de control mensual",agendar_cita,PICHANAKI-TCK-543351,0,0,0,0,23.0,45,26,18.1,0,2026-04-24 00:50:46
Alberto Torres Chávez,Alto Pichanaqui,Alberto,Torres Chávez,14,M,39028805,985333825,alberto.torres93@gmail.com,SIS,Río Negro,Traumatología,media,Malestar general sin causa aparente,2026-07-28,12:15,manana,cancelled,alto,650,Peru,Junín,Chanchamayo,120701,Centro de Salud San Ramón,Centro de Salud,460,M,2012-05-02,1,Dr. Oscar Cruz Meléndez,Traumatología,oscar.cruzmelendez@hospitalpichanaki.gob.pe,650,PICHANAKI-CIT-000650,control,2026-07-28 12:15:00,cancelled,malestar general,M54,Lumbago,whatsapp,"Por favor anule mi cita, tuve un imprevisto y no podré asistir","Por favor anule mi cita, tuve un imprevisto y no podré asistir",cancelar_cita,PICHANAKI-TCK-884040,0,1,0,1,62.5,56,59,76.9,1,2026-05-27 00:50:46
Saúl Torres Paredes,Villa Progreso,Saúl,Torres Paredes,51,M,28972245,933294383,saul.torres974@gmail.com,EsSalud,Perené,Odontología,baja,Dificultad para orinar por próstata,2026-05-12,17:45,tarde,completed,medio,651,Peru,Junín,Chanchamayo,120303,Puesto de Salud Santo Domingo,Puesto de Salud,461,M,1975-06-11,22,Dr. Joel Mamani Quispe,Odontología,joel.mamaniquispe@hospitalpichanaki.gob.pe,651,PICHANAKI-CIT-000651,control,2026-05-12 17:45:00,completed,problemas urinarios,K02,Caries dental,presencial,"Por favor rápido, mi bebé tiene convulsiones","Por favor rápido, mi bebé tiene convulsiones",emergencia,PICHANAKI-TCK-286452,0,1,1,0,20.8,0,75,33.3,0,2026-04-29 00:50:46
Walter Contreras Sánchez,Villa Progreso,Walter,Contreras Sánchez,28,M,79174221,965599407,walter.contreras933@gmail.com,SIS,Mazamari,Medicina General,media,Evaluación de peso y talla - niño de 2 años,2026-06-05,11:15,manana,pending,bajo,652,Peru,Junín,Chanchamayo,120702,Hospital de Satipo,Hospital II-1,293,M,1997-06-22,47,Dr. Luis Huamán Torres,Medicina General,luis.huamantorres@hospitalpichanaki.gob.pe,652,PICHANAKI-CIT-000652,control,2026-06-05 11:15:00,pending,control niño sano,J00,Resfriado común,telefono,"Buenas, quisiera sacar cita para el otorrino porque no escucho bien","Buenas, quisiera sacar cita para el otorrino porque no escucho bien",agendar_cita,PICHANAKI-TCK-982045,0,1,0,0,95.4,3,22,20.0,0,2026-05-27 00:50:46
Isabel Huertas Ramírez,Santo Domingo,Isabel,Huertas Ramírez,33,F,49691260,970236389,isabel.huertas329@gmail.com,SIS,Pichanaki,Medicina General,media,Rinitis alérgica estacional,2026-06-12,12:45,manana,pending,bajo,653,Peru,Junín,Chanchamayo,120304,Hospital de Pichanaki,Hospital II-1,462,F,1993-04-27,4,Dr. Luis Huamán Torres,Medicina General,luis.huamantorres@hospitalpichanaki.gob.pe,653,PICHANAKI-CIT-000653,primera_vez,2026-06-12 12:45:00,pending,alergias,D50,Anemia ferropénica,presencial,Cuál es el costo de un electrocardiograma,Cuál es el costo de un electrocardiograma,informacion_servicios,PICHANAKI-TCK-726666,0,1,1,0,4.0,10,74,4.3,0,2026-05-24 00:50:46
Lucía Aguilar Paucar,Buenos Aires,Lucía,Aguilar Paucar,60,F,66284339,999793608,lucia.aguilar910@gmail.com,Privado,Villa Rica,Psicología,baja,Otitis media con supuración,2026-07-29,10:30,manana,rescheduled,alto,654,Peru,Junín,Chanchamayo,120306,Hospital de Pichanaki,Hospital II-1,463,F,1966-06-06,8,Dra. Dora Paucar Sinche,Psicología,dora.paucarsinche@hospitalpichanaki.gob.pe,654,PICHANAKI-CIT-000654,control,2026-07-29 10:30:00,rescheduled,dolor de oído,F41,Trastorno de ansiedad,web,"Buen día, quiero agendar un control para mi diabetes","Buen día, quiero agendar un control para mi diabetes",agendar_cita,PICHANAKI-TCK-499988,0,0,1,1,75.8,57,27,84.3,1,2026-04-12 00:50:46
Efraín García Díaz,Shori,Efraín,García Díaz,38,M,25578562,987337530,efrain.garcia740@gmail.com,EsSalud,San Ramón,Emergencia,alta,Herida cortante en mano,2026-08-01,08:00,manana,pending,bajo,655,Peru,Junín,Chanchamayo,120301,Puesto de Salud Villa Rica,Puesto de Salud,45,M,1988-04-29,9,Dr. Tito Huamán Cárdenas,Emergencia,tito.huamancardenas@hospitalpichanaki.gob.pe,655,PICHANAKI-CIT-000655,emergencia,2026-08-01 08:00:00,pending,herida,J01,Sinusitis aguda,telefono,"Emergencia por favor, mi hijo se está ahogando","Emergencia por favor, mi hijo se está ahogando",emergencia,PICHANAKI-TCK-366431,0,1,0,0,24.5,60,59,13.8,0,2026-05-28 00:50:46
José Gómez Ccoicca,Buenos Aires,José,Gómez Ccoicca,85,M,13096138,971650320,jose.gomez811@gmail.com,Sin seguro,Pichanaki,Oftalmología,media,Fatiga por anemia ferropénica,2026-05-13,18:30,tarde,completed,medio,656,Peru,Junín,Chanchamayo,120304,Centro de Salud Mazamari,Centro de Salud,464,M,1940-07-30,29,Dra. Gloria Vega Rojas,Oftalmología,gloria.vegarojas@hospitalpichanaki.gob.pe,656,PICHANAKI-CIT-000656,control,2026-05-13 18:30:00,completed,anemia,H10,Conjuntivitis,telefono,"Hola, necesito dar de baja mi cita programada para mañana","Hola, necesito dar de baja mi cita programada para mañana",cancelar_cita,PICHANAKI-TCK-552371,0,1,1,1,0.1,0,15,51.4,0,2026-05-01 00:50:46
Victoria Contreras Sinche,San Miguel,Victoria,Contreras Sinche,81,F,93676743,980394198,victoria.contreras24@gmail.com,Sin seguro,Satipo,Emergencia,media,Control de diabetes mellitus tipo 2,2026-05-05,07:30,manana,no_show,alto,657,Peru,Junín,Chanchamayo,120701,Hospital de Satipo,Hospital II-1,465,F,1944-08-12,38,Dr. Marco Torres Paucar,Emergencia,marco.torrespaucar@hospitalpichanaki.gob.pe,657,PICHANAKI-CIT-000657,emergencia,2026-05-05 07:30:00,no_show,diabetes,H10,Conjuntivitis,web,"Por favor ayuda urgente, un familiar tuvo un accidente","Por favor ayuda urgente, un familiar tuvo un accidente",emergencia,PICHANAKI-TCK-372226,0,1,0,3,104.0,0,52,100.0,0,2026-04-28 00:50:46
Lucía Meléndez Medina,Alto Yurinaki,Lucía,Meléndez Medina,41,F,17555847,983263058,lucia.melendez778@gmail.com,EsSalud,Mazamari,Oftalmología,baja,Ardor al orinar con fiebre,2026-07-26,08:15,manana,confirmed,medio,658,Peru,Junín,Chanchamayo,120702,Centro de Salud Mazamari,Centro de Salud,466,F,1984-07-20,43,Dr. Walter Ramos Cárdenas,Oftalmología,walter.ramoscardenas@hospitalpichanaki.gob.pe,658,PICHANAKI-CIT-000658,control,2026-07-26 08:15:00,confirmed,problemas urinarios,H52,Miopía,voz_ia,Quiero revisar el horario de mi consulta por favor,Quiero revisar el horario de mi consulta por favor,consultar_cita,PICHANAKI-TCK-319853,1,1,0,0,85.9,54,70,67.0,1,2026-05-14 00:50:46
Nora Medina Zevallos,Shori,Nora,Medina Zevallos,42,F,91981777,992829758,nora.medina487@gmail.com,SIS,Pichanaki,Traumatología,baja,Evaluación de hemoglobina baja,2026-06-07,10:30,manana,pending,bajo,659,Peru,Junín,Chanchamayo,120304,Hospital de Pichanaki,Hospital II-1,467,F,1984-06-03,44,Dr. Miguel Ríos Pineda,Traumatología,miguel.riospineda@hospitalpichanaki.gob.pe,659,PICHANAKI-CIT-000659,control,2026-06-07 10:30:00,pending,anemia,M17,Artrosis de rodilla,voz_ia,"Por favor, necesito separar una cita para mi mamá que tiene dolor de cabeza","Por favor, necesito separar una cita para mi mamá que tiene dolor de cabeza",agendar_cita,PICHANAKI-TCK-264091,0,1,0,0,1.8,5,62,9.1,0,2026-04-24 00:50:46
